invoice,sku_code,description,qty,invoice_date,unit_price,customer_id,country,return_value,transaction_type,revenue_amount,customer_status
C537251,22943,Christmas Lights 10 Vintage Baubles,-6,2010-12-06,4.95,,United Kingdom,29.7,Return,-29.70,Guest/Unknown
C537251,22418,10 Colour Spaceboy Pen,-7,2010-12-06,0.85,,United Kingdom,5.95,Return,-5.95,Guest/Unknown
C537251,22911,Paper Chain Kit London,-2,2010-12-06,2.95,,United Kingdom,5.9,Return,-5.90,Guest/Unknown
C537251,22940,Feltcraft Christmas Fairy,-5,2010-12-06,4.25,,United Kingdom,21.25,Return,-21.25,Guest/Unknown
C537251,22141,Christmas Craft Tree Top Angel,-8,2010-12-06,2.10,,United Kingdom,16.8,Return,-16.80,Guest/Unknown
C537251,22328,Round Snack Boxes Set Of 4 Fruits ,-2,2010-12-06,2.95,,United Kingdom,5.9,Return,-5.90,Guest/Unknown
C537251,22536,Magic Drawing Slate Purdey,-11,2010-12-06,0.42,,United Kingdom,4.62,Return,-4.62,Guest/Unknown
C537251,21826,Eight Piece Dinosaur Set,-4,2010-12-06,1.25,,United Kingdom,5,Return,-5.00,Guest/Unknown
C537251,22466,Fairy Tale Cottage Nightlight,-3,2010-12-06,1.95,,United Kingdom,5.85,Return,-5.85,Guest/Unknown
C537314,21349,Ivy Heart Wreath,-4,2010-12-06,6.75,13497,United Kingdom,27,Return,-27.00,Registered
C537320,35400,Wooden Box Advent Calendar ,-1,2010-12-06,8.95,14867,United Kingdom,8.95,Return,-8.95,Registered
C537333,22636,Childs Breakfast Set Circus Parade,-4,2010-12-06,8.50,12474,Germany,34,Return,-34.00,Registered
C537373,22423,Regency Cakestand 3 Tier,-1,2010-12-06,12.75,14487,United Kingdom,12.75,Return,-12.75,Registered
C537379,22865,Hand Warmer Owl Design,-10,2010-12-06,2.10,15882,United Kingdom,21,Return,-21.00,Registered
C537383,21658,Glass  Beurre Dish,-1,2010-12-06,3.95,16550,United Kingdom,3.95,Return,-3.95,Registered
C537383,22197,Small Popcorn Holder,-1,2010-12-06,0.85,16550,United Kingdom,0.85,Return,-0.85,Registered
C537383,22371,Airline Bag Vintage Tokyo 78,-1,2010-12-06,4.25,16550,United Kingdom,4.25,Return,-4.25,Registered
C537398,22430,Enamel Watering Can Cream,-1,2010-12-06,4.95,15426,United Kingdom,4.95,Return,-4.95,Registered
C537402,22926,Ivory Giant Garden Thermometer,-4,2010-12-06,5.95,15502,United Kingdom,23.8,Return,-23.80,Registered
C537402,22927,Green Giant Garden Thermometer,-4,2010-12-06,5.95,15502,United Kingdom,23.8,Return,-23.80,Registered
C537402,22849,Bread Bin Diner Style Mint,-4,2010-12-06,14.95,15502,United Kingdom,59.8,Return,-59.80,Registered
C537402,22847,Bread Bin Diner Style Ivory,-4,2010-12-06,14.95,15502,United Kingdom,59.8,Return,-59.80,Registered
C537402,47580,Tea Time Des Tea Cosy,-6,2010-12-06,2.55,15502,United Kingdom,15.3,Return,-15.30,Registered
C537402,22196,Small Heart Measuring Spoons,-12,2010-12-06,0.85,15502,United Kingdom,10.2,Return,-10.20,Registered
C537406,22926,Ivory Giant Garden Thermometer,-4,2010-12-06,5.95,15502,United Kingdom,23.8,Return,-23.80,Registered
C537406,22927,Green Giant Garden Thermometer,-4,2010-12-06,5.95,15502,United Kingdom,23.8,Return,-23.80,Registered
C537406,22847,Bread Bin Diner Style Ivory,-4,2010-12-06,14.95,15502,United Kingdom,59.8,Return,-59.80,Registered
C537406,22849,Bread Bin Diner Style Mint,-4,2010-12-06,14.95,15502,United Kingdom,59.8,Return,-59.80,Registered
C537408,47580,Tea Time Des Tea Cosy,-6,2010-12-06,2.55,15502,United Kingdom,15.3,Return,-15.30,Registered
C537408,22196,Small Heart Measuring Spoons,-12,2010-12-06,0.85,15502,United Kingdom,10.2,Return,-10.20,Registered
C537413,22834,Hand Warmer Babushka Design,-72,2010-12-06,2.10,14409,United Kingdom,151.2,Return,-151.20,Registered
C537414,22086,Paper Chain Kit 50'S Christmas ,-6,2010-12-06,2.95,16861,United Kingdom,17.7,Return,-17.70,Registered
C537416,22840,Round Cake Tin Vintage Red,-1,2010-12-06,7.95,16138,United Kingdom,7.95,Return,-7.95,Registered
C537417,22960,Jam Making Set With Jars,-1,2010-12-06,4.25,13481,United Kingdom,4.25,Return,-4.25,Registered
C537431,21755,Love Building Block Word,-1,2010-12-06,5.95,16782,United Kingdom,5.95,Return,-5.95,Registered
C537444,22580,Advent Calendar Gingham Sack,-8,2010-12-07,5.95,14850,United Kingdom,47.6,Return,-47.60,Registered
C537445,22418,10 Colour Spaceboy Pen,-11,2010-12-07,0.85,15021,United Kingdom,9.35,Return,-9.35,Registered
C537530,21527,Red Retrospot Traditional Teapot ,-1,2010-12-07,7.95,13319,United Kingdom,7.95,Return,-7.95,Registered
C537530,85047,White Beaded Garland String 20Light,-2,2010-12-07,6.35,13319,United Kingdom,12.7,Return,-12.70,Registered
C537530,22726,Alarm Clock Bakelike Green,-2,2010-12-07,3.75,13319,United Kingdom,7.5,Return,-7.50,Registered
C537596,22968,Rose Cottage Keepsake Box ,-2,2010-12-07,9.95,17954,United Kingdom,19.9,Return,-19.90,Registered
C537602,85099B,Jumbo Bag Red Retrospot,-1,2010-12-07,1.65,17511,United Kingdom,1.65,Return,-1.65,Registered
C537602,21622,Vintage Union Jack Cushion Cover,-1,2010-12-07,4.95,17511,United Kingdom,4.95,Return,-4.95,Registered
C537602,22065,Christmas Pudding Trinket Pot ,-1,2010-12-07,1.25,17511,United Kingdom,1.25,Return,-1.25,Registered
C537602,22061,Large Cake Stand  Hanging Strawbery,-1,2010-12-07,8.50,17511,United Kingdom,8.5,Return,-8.50,Registered
C537602,22654,Deluxe Sewing Kit ,-1,2010-12-07,4.95,17511,United Kingdom,4.95,Return,-4.95,Registered
C537602,85123A,White Hanging Heart T-Light Holder,-1,2010-12-07,2.55,17511,United Kingdom,2.55,Return,-2.55,Registered
C537602,22665,Recipe Box Blue Sketchbook Design,-1,2010-12-07,2.95,17511,United Kingdom,2.95,Return,-2.95,Registered
C537602,22197,Small Popcorn Holder,-1,2010-12-07,0.72,17511,United Kingdom,0.72,Return,-0.72,Registered
C537602,22659,Lunch Box I Love London,-4,2010-12-07,1.65,17511,United Kingdom,6.6,Return,-6.60,Registered
C537602,22169,Family Album White Picture Frame,-1,2010-12-07,7.65,17511,United Kingdom,7.65,Return,-7.65,Registered
C537602,21843,Red Retrospot Cake Stand,-1,2010-12-07,9.95,17511,United Kingdom,9.95,Return,-9.95,Registered
C537602,22423,Regency Cakestand 3 Tier,-2,2010-12-07,10.95,17511,United Kingdom,21.9,Return,-21.90,Registered
C537602,84050,Pink Heart Shape Egg Frying Pan,-1,2010-12-07,1.25,17511,United Kingdom,1.25,Return,-1.25,Registered
C537602,22198,Large Popcorn Holder ,-1,2010-12-07,1.45,17511,United Kingdom,1.45,Return,-1.45,Registered
C537611,22865,Hand Warmer Owl Design,-36,2010-12-07,2.10,17675,United Kingdom,75.6,Return,-75.60,Registered
C537656,21258,Victorian Sewing Box Large,-12,2010-12-07,10.95,15100,United Kingdom,131.4,Return,-131.40,Registered
C537677,21166,Cook With Wine Metal Sign ,-1,2010-12-08,1.95,14796,United Kingdom,1.95,Return,-1.95,Registered
C537684,22301,Coffee Mug Cat + Bird Design,-1,2010-12-08,2.55,14901,United Kingdom,2.55,Return,-2.55,Registered
C537684,22730,Alarm Clock Bakelike Ivory,-1,2010-12-08,3.75,14901,United Kingdom,3.75,Return,-3.75,Registered
C537746,22156,Heart Decoration With Pearls ,-1,2010-12-08,0.85,15021,United Kingdom,0.85,Return,-0.85,Registered
C537746,21558,Skull Lunch Box With Cutlery ,-1,2010-12-08,2.55,15021,United Kingdom,2.55,Return,-2.55,Registered
C537746,71477,Colour Glass. Star T-Light Holder,-1,2010-12-08,3.25,15021,United Kingdom,3.25,Return,-3.25,Registered
C537756,21914,Blue Harmonica In Box ,-24,2010-12-08,1.25,14952,United Kingdom,30,Return,-30.00,Registered
C537756,84949,Silver Hanging T-Light Holder,-8,2010-12-08,1.65,14952,United Kingdom,13.2,Return,-13.20,Registered
C537756,21275,Zinc Top  2 Door Wooden Shelf ,-4,2010-12-08,14.95,14952,United Kingdom,59.8,Return,-59.80,Registered
C537763,85068,Cream Sweetheart Shelf + Hooks,-1,2010-12-08,7.95,16713,United Kingdom,7.95,Return,-7.95,Registered
C537788,90062,Carnival Bracelet,-1,2010-12-08,12.75,15916,United Kingdom,12.75,Return,-12.75,Registered
C537788,16202E,Black Photo Album ,-1,2010-12-08,5.55,15916,United Kingdom,5.55,Return,-5.55,Registered
C537797,22501,Picnic Basket Wicker Large,-1,2010-12-08,8.50,13113,United Kingdom,8.5,Return,-8.50,Registered
C537797,22423,Regency Cakestand 3 Tier,-2,2010-12-08,10.95,13113,United Kingdom,21.9,Return,-21.90,Registered
C537797,22469,Heart Of Wicker Small,-1,2010-12-08,1.45,13113,United Kingdom,1.45,Return,-1.45,Registered
C537798,22357,Kings Choice Biscuit Tin,-1,2010-12-08,4.25,16553,United Kingdom,4.25,Return,-4.25,Registered
C537805,40001,White Bamboo Ribs Lampshade,-2,2010-12-08,0.64,15311,United Kingdom,1.28,Return,-1.28,Registered
C537805,85047,White Beaded Garland String 20Light,-1,2010-12-08,5.55,15311,United Kingdom,5.55,Return,-5.55,Registered
C537805,22719,Gumball Monochrome Coat Rack,-3,2010-12-08,1.06,15311,United Kingdom,3.18,Return,-3.18,Registered
C537805,20798,Clear Milkshake Glass,-4,2010-12-08,1.65,15311,United Kingdom,6.6,Return,-6.60,Registered
C537805,22198,Large Popcorn Holder ,-1,2010-12-08,1.45,15311,United Kingdom,1.45,Return,-1.45,Registered
C537805,22197,Small Popcorn Holder,-1,2010-12-08,0.72,15311,United Kingdom,0.72,Return,-0.72,Registered
C537805,20829,Glitter Hanging Butterfly String,-1,2010-12-08,2.10,15311,United Kingdom,2.1,Return,-2.10,Registered
C537805,22571,Rocking Horse Red Christmas ,-1,2010-12-08,0.85,15311,United Kingdom,0.85,Return,-0.85,Registered
C537807,84949,Silver Hanging T-Light Holder,-5,2010-12-08,1.65,13495,United Kingdom,8.25,Return,-8.25,Registered
C537807,21730,Glass Star Frosted T-Light Holder,-3,2010-12-08,4.95,13495,United Kingdom,14.85,Return,-14.85,Registered
C537807,21143,Antique Glass Heart Decoration ,-1,2010-12-08,1.95,13495,United Kingdom,1.95,Return,-1.95,Registered
C537807,21812,Garland With Hearts And Bells,-6,2010-12-08,4.95,13495,United Kingdom,29.7,Return,-29.70,Registered
C537812,21843,Red Retrospot Cake Stand,-10,2010-12-08,9.95,14299,United Kingdom,99.5,Return,-99.50,Registered
C537812,22423,Regency Cakestand 3 Tier,-10,2010-12-08,10.95,14299,United Kingdom,109.5,Return,-109.50,Registered
C537814,20703,Blue Padded Soft Mobile,-3,2010-12-08,4.25,12712,Germany,12.75,Return,-12.75,Registered
C537820,22627,Mint Kitchen Scales,-1,2010-12-08,8.50,16016,United Kingdom,8.5,Return,-8.50,Registered
C537821,85048,15Cm Christmas Glass Ball 20 Lights,-3,2010-12-08,6.95,18193,United Kingdom,20.85,Return,-20.85,Registered
C537824,22220,Cake Stand Lovebird 2 Tier White,-1,2010-12-08,9.95,12870,United Kingdom,9.95,Return,-9.95,Registered
C537824,22784,Lantern Cream Gazebo ,-1,2010-12-08,4.95,12870,United Kingdom,4.95,Return,-4.95,Registered
C537832,22073,Red Retrospot Storage Jar,-2,2010-12-08,3.75,16858,United Kingdom,7.5,Return,-7.50,Registered
C537832,21531,Red Retrospot Sugar Jam Bowl,-4,2010-12-08,2.10,16858,United Kingdom,8.4,Return,-8.40,Registered
C537832,21527,Red Retrospot Traditional Teapot ,-2,2010-12-08,6.95,16858,United Kingdom,13.9,Return,-13.90,Registered
C537834,22697,Green Regency Teacup And Saucer,-1,2010-12-08,2.95,13267,United Kingdom,2.95,Return,-2.95,Registered
C537834,21314,Small Glass Heart Trinket Pot,-1,2010-12-08,2.10,13267,United Kingdom,2.1,Return,-2.10,Registered
C537834,22798,Antique Glass Dressing Table Pot,-3,2010-12-08,2.95,13267,United Kingdom,8.85,Return,-8.85,Registered
C537835,22138,Baking Set 9 Piece Retrospot ,-3,2010-12-08,4.95,14618,United Kingdom,14.85,Return,-14.85,Registered
C537838,22299,Pig Keyring With Light & Sound ,-4,2010-12-08,1.25,13115,United Kingdom,5,Return,-5.00,Registered
C537853,79000,Moroccan Tea Glass,-1,2010-12-08,0.85,13370,United Kingdom,0.85,Return,-0.85,Registered
C537853,22940,Feltcraft Christmas Fairy,-1,2010-12-08,4.25,13370,United Kingdom,4.25,Return,-4.25,Registered
C537853,22169,Family Album White Picture Frame,-2,2010-12-08,8.50,13370,United Kingdom,17,Return,-17.00,Registered
C537853,22697,Green Regency Teacup And Saucer,-1,2010-12-08,2.95,13370,United Kingdom,2.95,Return,-2.95,Registered
C537853,22960,Jam Making Set With Jars,-2,2010-12-08,4.25,13370,United Kingdom,8.5,Return,-8.50,Registered
C537856,37370,Retro Coffee Mugs Assorted,-2,2010-12-08,1.25,14388,United Kingdom,2.5,Return,-2.50,Registered
C537856,21843,Red Retrospot Cake Stand,-1,2010-12-08,10.95,14388,United Kingdom,10.95,Return,-10.95,Registered
C537860,84406B,Cream Cupid Hearts Coat Hanger,-8,2010-12-08,3.25,16252,United Kingdom,26,Return,-26.00,Registered
C537860,22295,Heart Filigree Dove Large,-12,2010-12-08,1.65,16252,United Kingdom,19.8,Return,-19.80,Registered
C537860,22193,Red Diner Wall Clock,-2,2010-12-08,8.50,16252,United Kingdom,17,Return,-17.00,Registered
C537860,22180,Retrospot Lamp,-1,2010-12-08,9.95,16252,United Kingdom,9.95,Return,-9.95,Registered
C537860,21624,Vintage Union Jack Doorstop,-3,2010-12-08,5.95,16252,United Kingdom,17.85,Return,-17.85,Registered
C537860,21485,Retrospot Heart Hot Water Bottle,-3,2010-12-08,4.95,16252,United Kingdom,14.85,Return,-14.85,Registered
C537860,20897,Vintage Notebook Paris Days,-6,2010-12-08,2.95,16252,United Kingdom,17.7,Return,-17.70,Registered
C537860,37370,Retro Coffee Mugs Assorted,-12,2010-12-08,1.25,16252,United Kingdom,15,Return,-15.00,Registered
C537860,22049,Wrap Christmas Screen Print,-25,2010-12-08,0.42,16252,United Kingdom,10.5,Return,-10.50,Registered
C537860,21888,Bingo Set,-4,2010-12-08,3.75,16252,United Kingdom,15,Return,-15.00,Registered
C537860,21240,Blue Polkadot Cup,-8,2010-12-08,0.85,16252,United Kingdom,6.8,Return,-6.80,Registered
C537860,21066,Vintage Red Mug,-12,2010-12-08,1.25,16252,United Kingdom,15,Return,-15.00,Registered
C537860,20675,Blue Polkadot Bowl,-8,2010-12-08,1.25,16252,United Kingdom,10,Return,-10.00,Registered
C537860,22192,Blue Diner Wall Clock,-2,2010-12-08,8.50,16252,United Kingdom,17,Return,-17.00,Registered
C537860,21244,Blue Polkadot Plate ,-8,2010-12-08,1.69,16252,United Kingdom,13.52,Return,-13.52,Registered
C537860,21242,Red Retrospot Plate ,-8,2010-12-08,1.69,16252,United Kingdom,13.52,Return,-13.52,Registered
C537860,20676,Red Retrospot Bowl,-8,2010-12-08,1.25,16252,United Kingdom,10,Return,-10.00,Registered
C537860,79066K,Retro Mod Tray,-10,2010-12-08,0.85,16252,United Kingdom,8.5,Return,-8.50,Registered
C537860,22637,Piggy Bank Retrospot ,-6,2010-12-08,2.55,16252,United Kingdom,15.3,Return,-15.30,Registered
C537860,22508,Doorstop Retrospot Heart,-4,2010-12-08,3.75,16252,United Kingdom,15,Return,-15.00,Registered
C537860,21238,Red Retrospot Cup,-8,2010-12-08,0.85,16252,United Kingdom,6.8,Return,-6.80,Registered
C537893,22450,Silk Purse Babushka Blue,-1,2010-12-09,3.35,12721,France,3.35,Return,-3.35,Registered
C537893,22634,Childs Breakfast Set Spaceboy ,-2,2010-12-09,9.95,12721,France,19.9,Return,-19.90,Registered
C537893,22630,Dolly Girl Lunch Box,-2,2010-12-09,1.95,12721,France,3.9,Return,-3.90,Registered
C537998,22727,Alarm Clock Bakelike Red ,-4,2010-12-09,3.75,17411,United Kingdom,15,Return,-15.00,Registered
C537998,22725,Alarm Clock Bakelike Chocolate,-4,2010-12-09,3.75,17411,United Kingdom,15,Return,-15.00,Registered
C538052,22138,Baking Set 9 Piece Retrospot ,-1,2010-12-09,4.95,15181,United Kingdom,4.95,Return,-4.95,Registered
C538059,84380,Set Of 3 Butterfly Cookie Cutters,-12,2010-12-09,1.25,14205,United Kingdom,15,Return,-15.00,Registered
C538059,21535,Red Retrospot Small Milk Jug,-6,2010-12-09,2.55,14205,United Kingdom,15.3,Return,-15.30,Registered
C538059,20914,Set/5 Red Retrospot Lid Glass Bowls,-6,2010-12-09,2.95,14205,United Kingdom,17.7,Return,-17.70,Registered
C538059,84378,Set Of 3 Heart Cookie Cutters,-12,2010-12-09,1.25,14205,United Kingdom,15,Return,-15.00,Registered
C538059,48188,Doormat Welcome Puppies,-2,2010-12-09,7.95,14205,United Kingdom,15.9,Return,-15.90,Registered
C538059,22697,Green Regency Teacup And Saucer,-6,2010-12-09,2.95,14205,United Kingdom,17.7,Return,-17.70,Registered
C538059,48187,Doormat New England,-2,2010-12-09,7.95,14205,United Kingdom,15.9,Return,-15.90,Registered
C538059,22727,Alarm Clock Bakelike Red ,-4,2010-12-09,3.75,14205,United Kingdom,15,Return,-15.00,Registered
C538059,22699,Roses Regency Teacup And Saucer ,-6,2010-12-09,2.95,14205,United Kingdom,17.7,Return,-17.70,Registered
C538059,22698,Pink Regency Teacup And Saucer,-6,2010-12-09,2.95,14205,United Kingdom,17.7,Return,-17.70,Registered
C538059,21975,Pack Of 60 Dinosaur Cake Cases,-24,2010-12-09,0.55,14205,United Kingdom,13.2,Return,-13.20,Registered
C538059,21533,Retrospot Large Milk Jug,-3,2010-12-09,4.95,14205,United Kingdom,14.85,Return,-14.85,Registered
C538059,21217,Red Retrospot Round Cake Tins,-3,2010-12-09,9.95,14205,United Kingdom,29.85,Return,-29.85,Registered
C538059,21210,Set Of 72 Retrospot Paper  Doilies,-12,2010-12-09,1.45,14205,United Kingdom,17.4,Return,-17.40,Registered
C538062,22139,Retrospot Tea Set Ceramic 11 Pc ,-14,2010-12-09,4.25,17702,United Kingdom,59.5,Return,-59.50,Registered
C538062,22329,Round Container Set Of 5 Retrospot,-4,2010-12-09,1.65,17702,United Kingdom,6.6,Return,-6.60,Registered
C538062,21430,Set/3 Red Gingham Rose Storage Box,-1,2010-12-09,3.75,17702,United Kingdom,3.75,Return,-3.75,Registered
C538062,22168,Organiser Wood Antique White ,-2,2010-12-09,8.50,17702,United Kingdom,17,Return,-17.00,Registered
C538062,20973,12 Pencil Small Tube Woodland,-2,2010-12-09,0.65,17702,United Kingdom,1.3,Return,-1.30,Registered
C538066,22083,Paper Chain Kit Retrospot,-1,2010-12-09,2.95,15738,United Kingdom,2.95,Return,-2.95,Registered
C538075,21284,Retrospot Candle  Small,-12,2010-12-09,1.69,13021,United Kingdom,20.28,Return,-20.28,Registered
C538081,22630,Dolly Girl Lunch Box,-33,2010-12-09,1.95,16898,United Kingdom,64.35,Return,-64.35,Registered
C538082,21864,Union Jack Flag Passport Cover ,-20,2010-12-09,2.10,13777,United Kingdom,42,Return,-42.00,Registered
C538083,85099B,Jumbo Bag Red Retrospot,-3,2010-12-09,1.95,15750,United Kingdom,5.85,Return,-5.85,Registered
C538083,22633,Hand Warmer Union Jack,-4,2010-12-09,2.10,15750,United Kingdom,8.4,Return,-8.40,Registered
C538084,22860,Easter Tin Chicks Pink Daisy,-6,2010-12-09,1.65,12649,Germany,9.9,Return,-9.90,Registered
C538084,22859,Easter Tin Bunny Bouquet,-6,2010-12-09,1.65,12649,Germany,9.9,Return,-9.90,Registered
C538085,82486,Wood S/3 Cabinet Ant White Finish,-1,2010-12-09,7.95,16350,United Kingdom,7.95,Return,-7.95,Registered
C538085,21314,Small Glass Heart Trinket Pot,-1,2010-12-09,2.10,16350,United Kingdom,2.1,Return,-2.10,Registered
C538085,82483,Wood 2 Drawer Cabinet White Finish,-1,2010-12-09,5.95,16350,United Kingdom,5.95,Return,-5.95,Registered
C538089,21906,Pharmacie First Aid Tin,-1,2010-12-09,6.75,18230,United Kingdom,6.75,Return,-6.75,Registered
C538091,35400,Wooden Box Advent Calendar ,-2,2010-12-09,8.95,16499,United Kingdom,17.9,Return,-17.90,Registered
C538098,22168,Organiser Wood Antique White ,-1,2010-12-09,8.50,14441,United Kingdom,8.5,Return,-8.50,Registered
C538099,22457,Natural Slate Heart Chalkboard ,-3,2010-12-09,2.95,15279,United Kingdom,8.85,Return,-8.85,Registered
C538100,84798A,Pink Foxglove Artiifcial Flower,-12,2010-12-09,2.55,16579,United Kingdom,30.6,Return,-30.60,Registered
C538102,84792,Enchanted Bird Coathanger 5 Hook,-2,2010-12-09,4.65,14047,United Kingdom,9.3,Return,-9.30,Registered
C538103,22941,Christmas Lights 10 Reindeer,-2,2010-12-09,8.50,17442,United Kingdom,17,Return,-17.00,Registered
C538105,79163,Black Champagne Glass,-1,2010-12-09,1.65,16781,United Kingdom,1.65,Return,-1.65,Registered
C538105,21781,Ma Campagne Cutlery Box,-1,2010-12-09,14.95,16781,United Kingdom,14.95,Return,-14.95,Registered
C538109,22780,Light Garland Butterfiles Pink,-4,2010-12-09,4.25,16042,United Kingdom,17,Return,-17.00,Registered
C538109,85048,15Cm Christmas Glass Ball 20 Lights,-1,2010-12-09,7.95,16042,United Kingdom,7.95,Return,-7.95,Registered
C538110,21232,Strawberry Ceramic Trinket Box,-144,2010-12-09,1.06,17307,United Kingdom,152.64,Return,-152.64,Registered
C538111,21830,Assorted Creepy Crawlies,-24,2010-12-09,0.42,17950,United Kingdom,10.08,Return,-10.08,Registered
C538112,22072,Red Retrospot Tea Cup And Saucer ,-1,2010-12-09,3.75,14898,United Kingdom,3.75,Return,-3.75,Registered
C538112,21777,Recipe Box With Metal Heart,-3,2010-12-09,7.95,14898,United Kingdom,23.85,Return,-23.85,Registered
C538114,21275,Zinc Top  2 Door Wooden Shelf ,-1,2010-12-09,16.95,14217,United Kingdom,16.95,Return,-16.95,Registered
C538115,22178,Victorian Glass Hanging T-Light,-1,2010-12-09,1.25,16817,United Kingdom,1.25,Return,-1.25,Registered
C538115,22251,Birdhouse Decoration Magic Garden,-9,2010-12-09,1.25,16817,United Kingdom,11.25,Return,-11.25,Registered
C538115,22233,Jigsaw Rabbit And Birdhouse,-12,2010-12-09,1.65,16817,United Kingdom,19.8,Return,-19.80,Registered
