invoice,sku_code,description,qty,inventory_category,invoice_date,unit_price,customer_id,country,transaction_type,revenue_amount,customer_status
C553531,S,Samples,-1,Display Stock,17-08-2011,16.00,NA,United Kingdom,Return,-16.00,Guest/Unknown
C553531,S,Samples,-1,Display Stock,17-08-2011,86.99,NA,United Kingdom,Return,-86.99,Guest/Unknown
C553531,S,Samples,-1,Display Stock,17-08-2011,15.50,NA,United Kingdom,Return,-15.50,Guest/Unknown
C553531,S,Samples,-1,Display Stock,17-08-2011,76.00,NA,United Kingdom,Return,-76.00,Guest/Unknown
C553531,S,Samples,-1,Display Stock,17-08-2011,87.01,NA,United Kingdom,Return,-87.01,Guest/Unknown
553539,M,Manual,1,Stock Correction,17-08-2011,465.87,NA,United Kingdom,Positive,465.87,Guest/Unknown
553559,M,Manual,1,Stock Correction,17-08-2011,293.00,14931,Channel Islands,Positive,293.00,Registered
C553560,M,Manual,-1,Stock Correction,17-08-2011,293.00,14931,Channel Islands,Return,-293.00,Registered
C553865,S,Samples,-1,Display Stock,21-08-2011,16.50,NA,United Kingdom,Return,-16.50,Guest/Unknown
C554100,M,Manual,-1,Stock Correction,23-08-2011,0.85,15555,United Kingdom,Return,-0.85,Registered
C554127,M,Manual,-96,Stock Correction,23-08-2011,5.00,17949,United Kingdom,Return,-480.00,Registered
C554154,M,Manual,-1,Stock Correction,24-08-2011,1241.98,12757,Portugal,Return,-1241.98,Registered
554155,M,Manual,1,Stock Correction,24-08-2011,1241.98,12757,Portugal,Positive,1241.98,Registered
554301,M,Manual,1,Stock Correction,24-08-2011,1241.98,12757,Portugal,Positive,1241.98,Registered
C554302,M,Manual,-1,Stock Correction,24-08-2011,1241.98,12757,Portugal,Return,-1241.98,Registered
C554303,M,Manual,-1,Stock Correction,24-08-2011,15.00,12757,Portugal,Return,-15.00,Registered
554305,M,Manual,1,Stock Correction,24-08-2011,557.72,12757,Portugal,Positive,557.72,Registered
C554308,M,Manual,-1,Stock Correction,24-08-2011,557.72,12757,Portugal,Return,-557.72,Registered
C554535,M,Manual,-1,Stock Correction,25-08-2011,60.00,17940,United Kingdom,Return,-60.00,Registered
C554544,M,Manual,-1,Stock Correction,25-08-2011,102.64,NA,United Kingdom,Return,-102.64,Guest/Unknown
554933,M,Manual,2,Stock Correction,30-08-2011,0.30,13232,United Kingdom,Positive,0.60,Registered
555110,M,Manual,2,Stock Correction,30-08-2011,1.65,17841,United Kingdom,Positive,3.30,Registered
555264,M,Manual,1,Stock Correction,31-08-2011,3.95,17757,United Kingdom,Positive,3.95,Registered
C555339,M,Manual,-1,Stock Correction,13-09-2011,11.70,16422,United Kingdom,Return,-11.70,Registered
555648,M,Manual,12,Stock Correction,15-09-2011,0.39,14623,United Kingdom,Positive,4.68,Registered
555851,M,Manual,1,Stock Correction,16-09-2011,3.75,13050,United Kingdom,Positive,3.75,Registered
556070,M,Manual,1,Stock Correction,18-09-2011,129.38,17873,United Kingdom,Positive,129.38,Registered
556222,M,Manual,12,Stock Correction,20-09-2011,0.38,17522,United Kingdom,Positive,4.56,Registered
C556274,M,Manual,-1,Stock Correction,20-09-2011,600.00,15299,United Kingdom,Return,-600.00,Registered
C556445,M,Manual,-1,Stock Correction,21-09-2011,38970.00,15098,United Kingdom,Return,-38970.00,Registered
556527,M,Manual,4,Stock Correction,21-09-2011,1.65,16205,United Kingdom,Positive,6.60,Registered
556573,M,Manual,1,Stock Correction,21-09-2011,4.25,14667,United Kingdom,Positive,4.25,Registered
556671,M,Manual,1,Stock Correction,21-09-2011,2.50,17841,United Kingdom,Positive,2.50,Registered
C556675,M,Manual,-1,Stock Correction,22-09-2011,20.00,16013,United Kingdom,Return,-20.00,Registered
556784,M,Manual,1,Stock Correction,22-09-2011,0.39,14461,United Kingdom,Positive,0.39,Registered
C556807,M,Manual,-1,Stock Correction,22-09-2011,91.58,NA,United Kingdom,Return,-91.58,Guest/Unknown
C556870,M,Manual,-1,Stock Correction,22-09-2011,306.60,NA,United Kingdom,Return,-306.60,Guest/Unknown
C556875,M,Manual,-1,Stock Correction,22-09-2011,702.38,NA,United Kingdom,Return,-702.38,Guest/Unknown
C557300,M,Manual,-1,Stock Correction,25-09-2011,0.77,12421,Spain,Return,-0.77,Registered
557377,M,Manual,1,Stock Correction,26-09-2011,1917.00,NA,EIRE,Positive,1917.00,Guest/Unknown
557377,M,Manual,1,Stock Correction,26-09-2011,1216.12,NA,EIRE,Positive,1216.12,Guest/Unknown
C557381,M,Manual,-1,Stock Correction,26-09-2011,1216.12,NA,EIRE,Return,-1216.12,Guest/Unknown
C557387,M,Manual,-1,Stock Correction,26-09-2011,1917.00,NA,EIRE,Return,-1917.00,Guest/Unknown
C557624,M,Manual,-1,Stock Correction,27-09-2011,0.75,16422,United Kingdom,Return,-0.75,Registered
C557624,M,Manual,-1,Stock Correction,27-09-2011,5.80,16422,United Kingdom,Return,-5.80,Registered
C557656,M,Manual,-3,Stock Correction,27-09-2011,4.25,14001,United Kingdom,Return,-12.75,Registered
557884,M,Manual,1,Stock Correction,28-09-2011,1.25,17759,United Kingdom,Positive,1.25,Registered
558047,M,Manual,1,Stock Correction,29-09-2011,542.20,NA,EIRE,Positive,542.20,Guest/Unknown
C558048,M,Manual,-1,Stock Correction,29-09-2011,542.20,NA,EIRE,Return,-542.20,Guest/Unknown
558340,M,Manual,1,Stock Correction,30-09-2011,481.45,NA,United Kingdom,Positive,481.45,Guest/Unknown
C558347,S,Samples,-1,Display Stock,30-09-2011,4.95,NA,United Kingdom,Return,-4.95,Guest/Unknown
C558347,S,Samples,-1,Display Stock,30-09-2011,6.15,NA,United Kingdom,Return,-6.15,Guest/Unknown
C558347,S,Samples,-1,Display Stock,30-09-2011,3.59,NA,United Kingdom,Return,-3.59,Guest/Unknown
C558347,S,Samples,-1,Display Stock,30-09-2011,16.00,NA,United Kingdom,Return,-16.00,Guest/Unknown
C558347,S,Samples,-1,Display Stock,30-09-2011,14.92,NA,United Kingdom,Return,-14.92,Guest/Unknown
C558347,S,Samples,-1,Display Stock,30-09-2011,9.90,NA,United Kingdom,Return,-9.90,Guest/Unknown
C558357,M,Manual,-2,Stock Correction,30-09-2011,3.56,15502,United Kingdom,Return,-7.12,Registered
C558359,S,Samples,-1,Display Stock,30-09-2011,570.00,NA,United Kingdom,Return,-570.00,Guest/Unknown
558381,M,Manual,1,Stock Correction,30-09-2011,600.00,15299,United Kingdom,Positive,600.00,Registered
558461,M,Manual,2,Stock Correction,30-09-2011,1.95,13263,United Kingdom,Positive,3.90,Registered
558479,M,Manual,2,Stock Correction,13-10-2011,2.95,17837,United Kingdom,Positive,5.90,Registered
C558525,M,Manual,-7,Stock Correction,13-10-2011,1.95,13113,United Kingdom,Return,-13.65,Registered
558679,M,Manual,1,Stock Correction,14-10-2011,1.00,17800,United Kingdom,Positive,1.00,Registered
C558712,M,Manual,-1,Stock Correction,14-10-2011,2.95,17338,United Kingdom,Return,-2.95,Registered
558715,M,Manual,1,Stock Correction,14-10-2011,116.69,NA,United Kingdom,Positive,116.69,Guest/Unknown
558841,M,Manual,1,Stock Correction,16-10-2011,30.00,12471,Germany,Positive,30.00,Registered
558875,M,Manual,2,Stock Correction,16-10-2011,8.95,13301,United Kingdom,Positive,17.90,Registered
558895,M,Manual,1,Stock Correction,17-10-2011,389.68,12619,Germany,Positive,389.68,Registered
C558897,M,Manual,-1,Stock Correction,17-10-2011,389.68,12619,Germany,Return,-389.68,Registered
C558969,M,Manual,-2,Stock Correction,17-10-2011,3.52,16729,United Kingdom,Return,-7.04,Registered
559106,M,Manual,2,Stock Correction,18-10-2011,7.95,15889,United Kingdom,Positive,15.90,Registered
559107,M,Manual,1,Stock Correction,18-10-2011,2.95,15334,United Kingdom,Positive,2.95,Registered
C559347,M,Manual,-1,Stock Correction,19-10-2011,2.88,18072,United Kingdom,Return,-2.88,Registered
C559347,M,Manual,-1,Stock Correction,19-10-2011,9.36,18072,United Kingdom,Return,-9.36,Registered
559504,M,Manual,2,Stock Correction,19-10-2011,0.79,15920,United Kingdom,Positive,1.58,Registered
559511,M,Manual,3,Stock Correction,19-10-2011,0.79,15920,United Kingdom,Positive,2.37,Registered
559535,M,Manual,1,Stock Correction,20-10-2011,3.75,17841,United Kingdom,Positive,3.75,Registered
559535,M,Manual,1,Stock Correction,20-10-2011,0.85,17841,United Kingdom,Positive,0.85,Registered
559536,M,Manual,2,Stock Correction,20-10-2011,0.85,16283,United Kingdom,Positive,1.70,Registered
559672,M,Manual,4,Stock Correction,20-10-2011,0.39,14796,United Kingdom,Positive,1.56,Registered
559674,M,Manual,3,Stock Correction,20-10-2011,0.42,15856,United Kingdom,Positive,1.26,Registered
C559830,M,Manual,-1,Stock Correction,23-10-2011,0.48,16998,United Kingdom,Return,-0.48,Registered
559945,M,Manual,1,Stock Correction,24-10-2011,18.00,17396,United Kingdom,Positive,18.00,Registered
C559950,M,Manual,-3,Stock Correction,24-10-2011,2.10,14562,United Kingdom,Return,-6.30,Registered
559988,M,Manual,1,Stock Correction,24-10-2011,0.42,15402,United Kingdom,Positive,0.42,Registered
C560100,M,Manual,-1,Stock Correction,24-10-2011,7.88,16422,United Kingdom,Return,-7.88,Registered
560162,M,Manual,1,Stock Correction,24-10-2011,10.00,NA,United Kingdom,Positive,10.00,Guest/Unknown
560209,M,Manual,1,Stock Correction,24-10-2011,0.39,15004,United Kingdom,Positive,0.39,Registered
560228,M,Manual,10,Stock Correction,25-10-2011,0.85,17750,United Kingdom,Positive,8.50,Registered
C560372,M,Manual,-1,Stock Correction,25-10-2011,4287.63,17448,United Kingdom,Return,-4287.63,Registered
560373,M,Manual,1,Stock Correction,25-10-2011,4287.63,NA,United Kingdom,Positive,4287.63,Guest/Unknown
C560384,M,Manual,-1,Stock Correction,25-10-2011,125.00,14808,United Kingdom,Return,-125.00,Registered
C560408,M,Manual,-1,Stock Correction,26-10-2011,550.64,13564,United Kingdom,Return,-550.64,Registered
560411,M,Manual,1,Stock Correction,26-10-2011,550.64,NA,United Kingdom,Positive,550.64,Guest/Unknown
560413,M,Manual,1,Stock Correction,26-10-2011,550.64,13564,United Kingdom,Positive,550.64,Registered
C560414,M,Manual,-1,Stock Correction,26-10-2011,550.64,13564,United Kingdom,Return,-550.64,Registered
C560418,M,Manual,-1,Stock Correction,26-10-2011,717.23,17809,United Kingdom,Return,-717.23,Registered
560419,M,Manual,1,Stock Correction,26-10-2011,717.23,NA,United Kingdom,Positive,717.23,Guest/Unknown
C560420,M,Manual,-1,Stock Correction,26-10-2011,1592.49,15369,United Kingdom,Return,-1592.49,Registered
560421,M,Manual,1,Stock Correction,26-10-2011,1592.49,NA,United Kingdom,Positive,1592.49,Guest/Unknown
C560430,M,Manual,-1,Stock Correction,26-10-2011,611.86,13154,United Kingdom,Return,-611.86,Registered
560431,M,Manual,1,Stock Correction,26-10-2011,611.86,NA,United Kingdom,Positive,611.86,Guest/Unknown
C560435,M,Manual,-1,Stock Correction,26-10-2011,294.92,17603,United Kingdom,Return,-294.92,Registered
C560436,M,Manual,-1,Stock Correction,26-10-2011,705.45,17603,United Kingdom,Return,-705.45,Registered
560438,M,Manual,1,Stock Correction,26-10-2011,294.92,NA,United Kingdom,Positive,294.92,Guest/Unknown
560439,M,Manual,1,Stock Correction,26-10-2011,705.45,NA,United Kingdom,Positive,705.45,Guest/Unknown
C560572,M,Manual,-1,Stock Correction,27-10-2011,112.35,17065,United Kingdom,Return,-112.35,Registered
560573,M,Manual,1,Stock Correction,27-10-2011,112.35,NA,United Kingdom,Positive,112.35,Guest/Unknown
C560574,M,Manual,-1,Stock Correction,27-10-2011,106.40,14437,United Kingdom,Return,-106.40,Registered
560575,M,Manual,1,Stock Correction,27-10-2011,106.40,NA,United Kingdom,Positive,106.40,Guest/Unknown
560579,M,Manual,12,Stock Correction,27-10-2011,0.42,15867,United Kingdom,Positive,5.04,Registered
C560645,M,Manual,-1,Stock Correction,27-10-2011,451.42,15802,United Kingdom,Return,-451.42,Registered
C560647,M,Manual,-1,Stock Correction,27-10-2011,3060.60,18102,United Kingdom,Return,-3060.60,Registered
560651,M,Manual,1,Stock Correction,27-10-2011,451.42,15802,United Kingdom,Positive,451.42,Registered
C560653,M,Manual,-1,Stock Correction,27-10-2011,451.42,15802,United Kingdom,Return,-451.42,Registered
560658,M,Manual,1,Stock Correction,27-10-2011,451.42,NA,United Kingdom,Positive,451.42,Guest/Unknown
C560822,M,Manual,-1,Stock Correction,28-10-2011,770.26,NA,United Kingdom,Return,-770.26,Guest/Unknown
C560825,M,Manual,-1,Stock Correction,28-10-2011,367.38,NA,United Kingdom,Return,-367.38,Guest/Unknown
560900,M,Manual,1,Stock Correction,30-10-2011,2.95,NA,United Kingdom,Positive,2.95,Guest/Unknown
C560904,M,Manual,-1,Stock Correction,30-10-2011,8.95,14875,United Kingdom,Return,-8.95,Registered
C561198,M,Manual,-35,Stock Correction,31-10-2011,1.25,16161,United Kingdom,Return,-43.75,Registered
C561628,M,Manual,-1,Stock Correction,13-11-2011,9.60,16422,United Kingdom,Return,-9.60,Registered
C561703,M,Manual,-1,Stock Correction,13-11-2011,1.65,12709,Germany,Return,-1.65,Registered
C561725,M,Manual,-1,Stock Correction,13-11-2011,3.25,17841,United Kingdom,Return,-3.25,Registered
561885,M,Manual,2,Stock Correction,14-11-2011,4.95,15532,United Kingdom,Positive,9.90,Registered
561894,M,Manual,1,Stock Correction,14-11-2011,0.08,14456,United Kingdom,Positive,0.08,Registered
561894,M,Manual,36,Stock Correction,14-11-2011,0.08,14456,United Kingdom,Positive,2.88,Registered
561902,M,Manual,1,Stock Correction,14-11-2011,30.00,17404,Sweden,Positive,30.00,Registered
561916,M,Manual,1,Stock Correction,14-11-2011,0.00,15581,United Kingdom,Positive,0.00,Registered
561916,M,Manual,1,Stock Correction,14-11-2011,250.00,15581,United Kingdom,Positive,250.00,Registered
C562159,M,Manual,-12,Stock Correction,15-11-2011,1.45,17389,United Kingdom,Return,-17.40,Registered
562347,M,Manual,1,Stock Correction,15-11-2011,0.42,13263,United Kingdom,Positive,0.42,Registered
562460,M,Manual,6,Stock Correction,16-11-2011,0.85,17841,United Kingdom,Positive,5.10,Registered
C562514,M,Manual,-1,Stock Correction,16-11-2011,11.95,13408,United Kingdom,Return,-11.95,Registered
C562515,M,Manual,-1,Stock Correction,16-11-2011,43.63,13408,United Kingdom,Return,-43.63,Registered
C562597,M,Manual,-1,Stock Correction,16-11-2011,6.76,15518,United Kingdom,Return,-6.76,Registered
C562601,M,Manual,-144,Stock Correction,16-11-2011,0.11,12901,United Kingdom,Return,-15.84,Registered
C562622,M,Manual,-1,Stock Correction,16-11-2011,48.00,15299,United Kingdom,Return,-48.00,Registered
C562647,M,Manual,-1,Stock Correction,16-11-2011,3155.95,15502,United Kingdom,Return,-3155.95,Registered
C562648,M,Manual,-1,Stock Correction,16-11-2011,3.25,14606,United Kingdom,Return,-3.25,Registered
C562786,M,Manual,-1,Stock Correction,17-11-2011,250.00,15581,United Kingdom,Return,-250.00,Registered
562787,M,Manual,1,Stock Correction,17-11-2011,208.34,15581,United Kingdom,Positive,208.34,Registered
C562793,M,Manual,-1,Stock Correction,17-11-2011,57.60,16422,United Kingdom,Return,-57.60,Registered
C562938,M,Manual,-1,Stock Correction,17-11-2011,1121.18,14156,EIRE,Return,-1121.18,Registered
562946,M,Manual,1,Stock Correction,17-11-2011,2500.00,15581,United Kingdom,Positive,2500.00,Registered
C562958,M,Manual,-1,Stock Correction,17-11-2011,3.25,17531,United Kingdom,Return,-3.25,Registered
563137,M,Manual,1,Stock Correction,18-11-2011,1.65,14534,United Kingdom,Positive,1.65,Registered
C563536,M,Manual,-1,Stock Correction,20-11-2011,413.68,NA,United Kingdom,Return,-413.68,Guest/Unknown
C563537,M,Manual,-1,Stock Correction,20-11-2011,793.32,NA,United Kingdom,Return,-793.32,Guest/Unknown
563565,M,Manual,12,Stock Correction,20-11-2011,0.42,17338,United Kingdom,Positive,5.04,Registered
563576,M,Manual,1,Stock Correction,20-11-2011,8.49,12748,United Kingdom,Positive,8.49,Registered
563692,M,Manual,4,Stock Correction,21-11-2011,2.10,17243,United Kingdom,Positive,8.40,Registered
563820,M,Manual,1,Stock Correction,21-11-2011,10.00,NA,United Kingdom,Positive,10.00,Guest/Unknown
C564183,M,Manual,-1,Stock Correction,22-11-2011,58.29,NA,United Kingdom,Return,-58.29,Guest/Unknown
564307,M,Manual,1,Stock Correction,23-11-2011,2.10,17865,United Kingdom,Positive,2.10,Registered
C564486,S,Samples,-1,Display Stock,23-11-2011,83.06,NA,United Kingdom,Return,-83.06,Guest/Unknown
C564486,S,Samples,-1,Display Stock,23-11-2011,280.17,NA,United Kingdom,Return,-280.17,Guest/Unknown
C564486,S,Samples,-1,Display Stock,23-11-2011,162.00,NA,United Kingdom,Return,-162.00,Guest/Unknown
C564492,S,Samples,-1,Display Stock,23-11-2011,239.07,NA,United Kingdom,Return,-239.07,Guest/Unknown
C564492,S,Samples,-1,Display Stock,23-11-2011,34.90,NA,United Kingdom,Return,-34.90,Guest/Unknown
564530,M,Manual,1,Stock Correction,23-11-2011,312.50,NA,United Kingdom,Positive,312.50,Guest/Unknown
C564899,M,Manual,-480,Stock Correction,25-11-2011,0.22,14646,Netherlands,Return,-105.60,Registered
565123,M,Manual,96,Stock Correction,25-11-2011,5.00,17949,United Kingdom,Positive,480.00,Registered
565210,M,Manual,41,Stock Correction,25-11-2011,0.19,17750,United Kingdom,Positive,7.79,Registered
565377,M,Manual,1,Stock Correction,27-11-2011,852.80,18087,United Kingdom,Positive,852.80,Registered
C565428,M,Manual,-1,Stock Correction,28-11-2011,4.25,12867,United Kingdom,Return,-4.25,Registered
565579,M,Manual,1,Stock Correction,28-11-2011,4.00,18283,United Kingdom,Positive,4.00,Registered
C565962,M,Manual,-12,Stock Correction,29-11-2011,1.25,14410,United Kingdom,Return,-15.00,Registered
C566168,M,Manual,-1,Stock Correction,30-11-2011,116.69,NA,United Kingdom,Return,-116.69,Guest/Unknown
C566187,M,Manual,-1,Stock Correction,30-11-2011,110.45,14096,United Kingdom,Return,-110.45,Registered
566562,M,Manual,12,Stock Correction,13-09-2011,0.42,17365,United Kingdom,Positive,5.04,Registered
C566578,M,Manual,-1,Stock Correction,13-09-2011,92.93,NA,United Kingdom,Return,-92.93,Guest/Unknown
C566579,M,Manual,-1,Stock Correction,13-09-2011,6.59,NA,United Kingdom,Return,-6.59,Guest/Unknown
C566925,M,Manual,-1,Stock Correction,15-09-2011,1829.84,12748,United Kingdom,Return,-1829.84,Registered
566927,M,Manual,1,Stock Correction,15-09-2011,2033.10,17846,United Kingdom,Positive,2033.10,Registered
C567130,M,Manual,-1,Stock Correction,16-09-2011,1039.73,NA,United Kingdom,Return,-1039.73,Guest/Unknown
C567155,M,Manual,-1,Stock Correction,16-09-2011,345.03,17728,United Kingdom,Return,-345.03,Registered
567183,M,Manual,1,Stock Correction,18-09-2011,1.65,14769,United Kingdom,Positive,1.65,Registered
C567352,M,Manual,-1,Stock Correction,19-09-2011,2653.95,NA,Hong Kong,Return,-2653.95,Guest/Unknown
567353,M,Manual,1,Stock Correction,19-09-2011,2653.95,NA,Hong Kong,Positive,2653.95,Guest/Unknown
567424,M,Manual,2,Stock Correction,20-09-2011,0.19,16369,United Kingdom,Positive,0.38,Registered
567424,M,Manual,2,Stock Correction,20-09-2011,0.85,16369,United Kingdom,Positive,1.70,Registered
567460,M,Manual,3,Stock Correction,20-09-2011,0.19,15888,United Kingdom,Positive,0.57,Registered
567460,M,Manual,6,Stock Correction,20-09-2011,0.85,15888,United Kingdom,Positive,5.10,Registered
567462,M,Manual,60,Stock Correction,20-09-2011,0.08,14446,United Kingdom,Positive,4.80,Registered
C567479,M,Manual,-1,Stock Correction,20-09-2011,232.57,NA,United Kingdom,Return,-232.57,Guest/Unknown
567485,M,Manual,60,Stock Correction,20-09-2011,0.08,15026,United Kingdom,Positive,4.80,Registered
C567518,M,Manual,-1,Stock Correction,20-09-2011,5.95,NA,EIRE,Return,-5.95,Guest/Unknown
C567627,M,Manual,-1,Stock Correction,21-09-2011,10.65,17511,United Kingdom,Return,-10.65,Registered
C567682,M,Manual,-13,Stock Correction,21-09-2011,0.79,17997,United Kingdom,Return,-10.27,Registered
C567682,M,Manual,-9,Stock Correction,21-09-2011,0.79,17997,United Kingdom,Return,-7.11,Registered
C567713,M,Manual,-3,Stock Correction,22-09-2011,1.00,NA,United Kingdom,Return,-3.00,Guest/Unknown
567866,M,Manual,5,Stock Correction,22-09-2011,0.80,16669,United Kingdom,Positive,4.00,Registered
567869,M,Manual,5,Stock Correction,22-09-2011,0.08,16669,United Kingdom,Positive,0.40,Registered
C567867,M,Manual,-5,Stock Correction,22-09-2011,0.80,16669,United Kingdom,Return,-4.00,Registered
C567903,M,Manual,-120,Stock Correction,22-09-2011,0.03,16422,United Kingdom,Return,-3.60,Registered
